,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value
0,0,Haaland Erling,A,48.0,119.0,6.23,7.25,6.23,28,2,28,1.47,0.35,1.47,32,4,32,0.96,1.0,0.96,2232,114,2232,79.71,57.0,79.71,70.0,70.0,4.5,1.5,12.0,6.0,0.0,1.0,5.0,9.0,16.0,0.7614,647.0,2.0,2.0,36.69,28.0,0.0,0.0,7.0,7.25,5.857142857142857,0.0,7.0,7.5,0.0,0.0,4.5,6.0,7.0,3.5,5.5,4.0,8.0,4.0,4.0,6.0,8.0,4.5,5.5,0.0,7.0,6.0,5.0,6.5,9.0,6.5,6.5,7.0,8.5,8.0,6.0,6.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,39.73220740722539,-8.267792592774612
1,1,Kane Harry,A,52.0,91.0,6.09,6.09,6.12,32,32,41,1.07,1.07,1.17,24,24,29,1.0,1.0,1.0,2866,2866,3676,89.56,89.56,89.66,119.0,127.0,5.0,2.17,10.0,4.0,0.0,2.0,2.0,9.0,28.0,0.7249,1219.0,2.0,10.0,43.02,28.0,0.0,0.0,4.0,5.625,5.7,5.0,4.5,7.0,6.0,6.0,7.0,5.0,6.5,6.0,4.0,6.5,7.0,6.0,8.5,5.0,6.0,7.0,6.0,5.0,7.0,4.0,7.0,6.5,5.5,7.0,5.0,7.0,5.5,8.0,6.5,6.5,5.5,8.0,5.0,5.0,6.5,5.0,4.0,4,10,43.522884522137346,-8.477115477862654
2,2,Toney Ivan,A,36.0,59.0,5.63,5.38,5.59,30,13,38,1.49,1.21,1.47,19,6,20,1.0,1.0,1.0,2690,1161,3410,89.67,89.31,89.74,142.0,171.0,4.0,1.89,7.5,6.0,1.0,2.0,4.0,12.0,27.0,0.6281,1238.0,12.0,11.0,45.96,47.0,0.0,0.0,5.75,6.0,5.4,7.0,5.0,5.0,7.0,5.0,3.5,6.0,4.0,4.5,7.0,6.0,4.0,6.0,0.0,7.5,6.0,8.0,0.0,4.5,4.0,4.5,7.5,4.0,5.0,3.5,7.5,9.0,5.0,4.0,6.0,7.0,6.0,4.5,4.0,7.0,4.0,5.0,4.5,4,10,38.168833499475966,2.1688334994759657
3,3,Mohamed Salah Mohamed,A,42.0,74.0,5.45,5.45,5.5,31,31,39,1.49,1.49,1.44,16,16,19,0.97,0.97,0.9,2672,2672,3172,86.19,86.19,81.33,167.0,167.0,5.0,2.63,8.5,0.0,0.0,1.0,7.0,11.0,34.0,0.7753,1356.0,5.0,9.0,33.76,16.0,0.0,0.0,6.0,6.25,6.222222222222222,6.5,7.5,5.0,6.0,0.0,2.5,9.0,6.0,6.5,7.0,3.0,4.5,3.0,4.5,5.0,7.5,4.0,7.0,6.5,4.0,5.0,6.0,4.5,4.5,4.5,7.0,5.0,6.5,4.5,6.0,4.5,6.0,7.0,0.0,5.0,4.5,6.0,4.5,4,9,38.30028742252035,-3.6997125774796515
4,4,Gabriel Martinelli,MO,25.0,45.0,6.0,6.0,5.81,32,32,42,1.07,1.07,1.16,15,15,16,0.97,0.97,0.88,2613,2613,3226,81.66,81.66,76.81,174.0,202.0,6.0,1.67,14.5,0.0,0.0,1.0,5.0,10.0,39.0,0.8223,1568.0,9.0,13.0,37.69,35.0,0.0,0.0,4.5,6.75,6.15,7.0,6.0,7.0,7.0,6.5,7.0,5.0,6.0,6.0,4.0,4.0,5.5,5.5,5.0,7.5,6.5,6.0,5.0,6.0,4.5,4.5,5.0,7.0,7.0,5.5,8.0,4.5,7.0,6.5,6.0,7.0,7.0,8.0,4.5,6.0,6.5,4.0,4.5,4,10,33.74592135771934,8.74592135771934
5,5,Rashford Marcus,A,29.0,74.0,5.71,0.0,5.4,29,0,35,1.37,0.0,1.45,15,0,15,0.93,0.0,0.86,2395,0,2692,82.59,0.0,76.91,160.0,179.0,6.0,1.93,11.5,0.0,0.0,2.0,4.0,5.0,21.0,0.7705,1074.0,5.0,9.0,38.37,12.0,0.0,0.0,3.5,5.0,5.714285714285714,0.0,0.0,6.0,4.0,0.0,5.5,3.5,6.5,8.0,6.5,7.0,6.0,7.0,7.0,6.0,7.5,5.5,3.5,6.5,4.5,5.5,4.5,6.0,4.0,6.0,5.0,8.5,6.0,5.0,7.0,4.0,3.5,0.0,4.5,0.0,0.0,4.5,4.0,2,7,30.367909465557275,1.3679094655572754
6,6,Watkins Ollie,A,33.0,51.0,5.5,5.94,5.48,31,16,40,1.26,1.2,1.22,14,11,18,0.97,1.0,0.98,2598,1335,3387,83.81,83.44,84.68,186.0,188.0,6.0,2.36,11.5,1.0,0.0,1.0,6.0,3.0,23.0,0.7103,874.0,8.0,10.0,38.28,23.0,0.0,0.0,4.5,6.25,6.1,4.0,8.5,6.0,6.5,6.0,7.0,4.5,6.5,6.0,6.0,7.0,6.0,4.0,4.5,6.5,6.0,0.0,6.0,3.5,7.0,4.5,3.5,4.5,5.0,4.5,7.0,4.0,4.0,5.0,6.0,6.5,4.5,4.0,6.0,7.0,7.0,5.0,5.0,4,10,37.909055899440794,4.909055899440794
7,7,Saka Bukayo,A,38.0,68.0,6.09,6.09,5.95,32,32,42,1.15,1.15,1.24,13,13,15,0.97,0.97,0.98,2710,2710,3556,84.69,84.69,84.67,208.0,237.0,6.0,2.92,12.5,2.0,0.0,1.0,11.0,8.0,37.0,0.7934,1782.0,14.0,27.0,46.18,36.0,0.0,0.0,6.0,5.125,5.8,7.5,2.5,5.5,5.0,8.0,5.0,5.5,5.0,7.5,6.5,5.0,7.5,6.0,5.0,7.0,7.0,5.0,6.0,6.0,4.5,6.0,7.0,8.0,6.5,7.0,7.0,6.0,6.0,6.0,6.5,6.0,6.0,6.0,5.0,4.5,6.5,7.5,5.0,4,10,34.5022181201959,-3.4977818798041014
8,8,Ødegaard Martin,MO,36.0,50.0,6.31,6.27,6.13,31,24,41,1.09,1.09,1.13,12,8,14,1.0,1.0,1.0,2661,2074,3560,85.84,86.42,86.83,222.0,254.0,6.0,3.0,12.5,0.0,0.0,2.0,7.0,13.0,17.0,0.8365,1913.0,5.0,20.0,43.03,26.0,0.0,0.0,4.0,6.125,6.3,6.0,6.5,5.0,7.0,6.0,7.0,7.0,5.0,7.5,6.0,5.0,5.5,7.5,5.0,8.0,7.5,8.0,5.5,7.0,5.5,4.0,7.0,6.5,5.5,0.0,7.5,4.5,6.0,7.5,7.5,6.0,6.0,7.5,5.5,6.0,5.0,6.0,5.5,4,10,32.91261305330821,-3.0873869466917867
9,9,Almirón Miguel,MO,22.0,32.0,5.7,5.0,5.57,27,2,35,1.05,0.0,1.1,11,0,12,0.89,0.0,0.86,2054,58,2636,76.07,29.0,75.31,187.0,220.0,6.0,2.0,11.0,0.0,0.0,2.0,1.0,2.0,23.0,0.842,1124.0,7.0,26.0,53.07,18.0,0.0,0.0,5.0,5.0,5.333333333333333,5.0,5.0,0.0,0.0,0.0,6.5,4.0,0.0,5.0,6.5,4.5,5.0,5.5,5.0,5.0,7.0,6.0,7.0,7.5,7.0,6.0,4.5,7.0,8.0,5.0,0.0,5.0,4.5,5.5,6.0,5.0,6.0,5.0,6.0,3.0,4.0,5.5,5.0,2,6,22.12734216436455,0.12734216436454915
10,10,Wilson Callum,A,17.0,26.0,5.35,5.63,5.37,24,4,27,1.29,1.11,1.31,11,2,13,0.67,0.0,0.67,1423,113,1624,59.29,28.25,60.15,129.0,125.0,6.0,1.55,9.0,1.0,0.0,2.0,4.0,3.0,11.0,0.709,405.0,1.0,1.0,38.03,19.0,0.0,0.0,3.5,5.625,5.0,6.5,4.0,6.0,6.0,0.0,4.0,4.0,0.0,4.5,0.0,6.0,4.0,6.0,4.5,4.0,0.0,4.0,4.5,8.0,6.0,5.0,4.5,6.0,6.5,0.0,7.5,0.0,0.0,0.0,6.5,3.5,7.0,7.5,5.0,4.0,0.0,0.0,0.0,4,7,22.246799035977144,5.246799035977144
11,11,Mitrovic Aleksandar,A,10.0,33.0,5.29,0.0,5.29,21,0,21,1.6,0.0,1.6,11,0,11,1.0,0.0,1.0,1816,0,1816,86.48,0.0,86.48,165.0,165.0,6.0,0.91,6.5,3.0,0.0,0.0,1.0,5.0,17.0,0.6016,850.0,3.0,7.0,45.18,31.0,0.0,0.0,8.0,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,4.5,3.5,2.5,6.0,4.0,8.5,0.0,0.0,4.5,6.0,6.0,6.5,0.0,4.0,5.0,0.0,6.5,7.0,6.0,6.5,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,16.18627013386221,6.186270133862209
12,12,Rodrigo,A,20.0,31.0,5.28,4.5,5.15,25,6,33,1.23,1.0,1.23,11,1,12,0.76,0.33,0.79,1555,233,2192,62.2,38.83,66.42,141.0,183.0,5.0,1.82,2.5,1.0,0.0,1.0,1.0,2.0,18.0,0.7273,704.0,5.0,7.0,38.55,19.0,0.0,0.0,3.5,4.25,4.5,4.5,3.0,5.0,4.5,6.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,6.5,5.0,4.5,7.5,5.0,7.0,6.0,3.5,5.0,5.5,5.0,0.0,5.0,0.0,4.0,5.0,7.0,8.0,6.0,5.0,5.0,4.0,3.0,5.5,3.5,4,6,22.38362841199068,2.3836284119906814
13,13,Isak Alexander,A,13.0,25.0,5.67,5.72,5.42,15,9,25,1.05,1.28,1.11,10,6,13,0.73,0.89,0.8,971,662,1732,64.73,73.56,69.28,97.0,133.0,5.5,1.3,2.5,2.0,0.0,2.0,0.0,0.0,13.0,0.7436,382.0,2.0,5.0,39.26,13.0,0.0,0.0,0.0,5.875,5.722222222222222,8.0,4.0,5.5,6.0,7.0,6.5,5.0,0.0,5.0,4.5,0.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,5.0,4.0,4.0,4,9,24.394206188927807,11.394206188927807
14,14,Barnes Harvey,MO,24.0,28.0,5.27,0.0,5.41,28,0,38,1.37,0.0,1.33,10,0,13,0.96,0.0,0.84,2292,0,2825,81.86,0.0,74.34,229.0,217.0,6.0,2.4,5.5,0.0,0.0,3.0,1.0,3.0,14.0,0.7276,1043.0,7.0,13.0,34.3,32.0,0.0,0.0,6.5,4.5,4.9375,0.0,0.0,4.5,4.5,6.0,5.0,4.5,4.5,3.5,7.0,7.0,6.0,4.0,4.0,4.5,3.5,7.0,7.0,5.0,7.5,6.5,5.0,5.0,8.0,3.0,6.0,4.5,4.0,6.5,4.0,0.0,0.0,6.0,8.5,5.0,0.0,5.0,5.0,2,8,24.049168075120235,0.049168075120235244
15,15,Foden Phil,MO,33.0,41.0,5.83,0.0,5.89,24,0,31,1.2,0.0,1.16,9,0,11,0.71,0.0,0.74,1408,0,1930,58.67,0.0,62.26,156.0,175.0,6.5,3.67,3.0,0.0,0.0,0.0,4.0,4.0,14.0,0.845,1078.0,5.0,8.0,47.17,7.0,0.0,0.0,6.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,6.0,7.5,8.0,5.0,5.0,0.0,0.0,4.0,5.0,5.0,5.0,6.5,5.0,5.0,5.0,5.0,5.0,7.0,9.0,6.5,0.0,5.0,5.0,6.5,6.0,7.0,6.0,6.0,0.0,6.5,7.5,0.0,6.0,0,5,23.611458986756976,-9.388541013243024
16,16,Maddison James,MO,29.0,35.0,5.83,0.0,6.09,24,0,33,1.23,0.0,1.27,9,0,13,0.96,0.0,0.94,1989,0,2730,82.88,0.0,82.73,221.0,210.0,4.5,3.22,3.5,0.0,2.0,3.0,6.0,7.0,23.0,0.7852,1241.0,11.0,19.0,53.6,25.0,0.0,0.0,0.0,5.0,5.6875,0.0,6.0,4.5,4.5,6.5,6.0,6.0,0.0,4.5,7.5,7.0,5.0,0.0,0.0,0.0,0.0,6.0,8.0,5.0,7.5,0.0,6.0,5.0,8.5,6.0,5.0,3.5,5.5,0.0,4.5,6.0,6.0,8.0,8.5,0.0,0.0,5.5,5.0,3,8,30.905338666332277,1.9053386663322769
17,17,Gabriel Jesus,A,8.0,22.0,5.65,5.42,5.71,20,6,28,1.13,1.11,1.35,9,4,15,0.9,0.67,0.86,1560,335,2099,78.0,55.83,74.96,173.0,140.0,6.0,0.89,8.0,1.0,0.0,0.0,5.0,5.0,18.0,0.8082,969.0,9.0,20.0,43.77,29.0,0.0,0.0,0.0,6.0,5.416666666666667,5.0,6.0,6.0,7.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,4.0,0.0,4.0,6.0,7.0,6.5,0.0,5.0,6.0,5.0,6.0,8.0,5.0,4.5,6.0,4.5,7.0,9.5,0.0,4,6,24.817945977397674,16.817945977397674
18,18,Roberto Firmino,A,14.0,19.0,5.37,0.0,5.37,23,0,27,1.26,0.0,1.18,9,0,9,0.52,0.0,0.52,1137,0,1336,49.43,0.0,49.48,126.0,148.0,6.0,1.56,3.5,0.0,0.0,0.0,4.0,4.0,8.0,0.7585,745.0,6.0,12.0,37.98,7.0,0.0,0.0,4.0,5.0,4.9375,0.0,4.5,6.0,4.5,0.0,4.5,7.0,4.5,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.0,5.5,4.0,5.5,5.5,6.0,7.0,4.5,4.5,5.5,7.0,9.0,4.5,0.0,4.0,6.0,5.5,0.0,0.0,0.0,0.0,3,8,17.718093116508527,3.718093116508527
19,19,Núñez Darwin,A,27.0,40.0,5.24,5.08,5.24,25,6,25,1.25,1.43,1.25,9,3,9,0.68,0.33,0.68,1521,233,1521,60.84,38.83,60.84,169.0,169.0,6.0,3.0,4.0,0.0,0.0,0.0,3.0,11.0,12.0,0.6685,631.0,3.0,4.0,40.0,22.0,0.0,0.0,6.0,4.75,5.375,4.0,6.0,5.0,4.0,0.0,4.0,7.5,0.0,6.0,6.5,4.0,5.0,0.0,3.5,6.0,5.0,7.5,6.5,4.5,0.0,6.5,5.0,6.0,4.0,5.0,6.0,5.0,0.0,0.0,0.0,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,20.227471899207266,-6.772528100792734
20,20,Mac Allister Alexis,MO,24.0,29.0,6.12,6.14,6.0,26,7,35,0.98,1.21,1.01,8,3,9,0.96,1.0,0.97,2249,630,3036,86.5,90.0,86.74,281.0,337.0,6.5,3.0,8.0,5.0,1.0,1.0,1.0,3.0,13.0,0.8674,1741.0,20.0,31.0,57.49,28.0,0.0,0.0,6.0,6.333333333333333,6.142857142857143,0.0,5.5,6.5,7.0,0.0,6.5,8.0,0.0,4.5,5.0,0.0,5.0,6.5,5.5,0.0,0.0,6.5,6.0,7.0,5.0,5.0,6.0,6.5,6.0,6.0,5.5,8.0,7.0,5.5,8.0,6.0,5.0,7.0,6.5,6.0,7.0,4.5,5.0,3,7,25.349190234615083,1.349190234615083
21,21,Trossard Leandro,MO,25.0,35.0,5.58,5.54,5.72,30,12,37,1.09,1.12,1.11,8,1,12,0.77,0.5,0.81,1936,525,2550,64.53,43.75,68.92,242.0,213.0,6.0,3.13,6.0,0.0,0.0,0.0,9.0,8.0,24.0,0.7938,1164.0,10.0,10.0,38.51,19.0,0.0,0.0,4.0,5.0,5.75,5.0,4.5,4.5,6.0,7.0,8.0,5.0,6.0,5.5,6.0,4.5,4.5,0.0,0.0,4.5,5.0,5.0,6.0,7.0,6.0,4.0,5.0,4.0,8.0,0.0,6.0,7.0,5.0,6.0,7.0,5.0,5.5,0.0,5.0,8.0,7.0,5.5,7.0,4,10,24.633431076323674,-0.36656892367632565
22,22,Son Heung-Min,MO,37.0,45.0,5.5,5.53,5.81,30,16,39,1.26,1.38,1.44,8,5,18,0.9,0.88,0.92,2377,1252,3146,79.23,78.25,80.67,297.0,175.0,6.5,4.63,8.0,0.0,0.0,3.0,4.0,5.0,21.0,0.7953,1107.0,10.0,9.0,39.32,12.0,0.0,0.0,4.5,5.25,5.5,3.0,6.5,6.5,5.0,6.5,7.5,5.5,4.5,6.5,3.5,6.0,5.5,4.0,8.0,5.0,5.0,0.0,0.0,6.0,4.5,4.5,6.0,6.5,4.5,8.0,4.0,6.0,4.5,5.0,5.0,5.0,7.0,8.0,5.5,7.0,8.0,5.0,4.0,4,10,37.97483427027215,0.9748342702721473
23,23,Ings Danny,A,19.0,29.0,4.84,4.5,4.86,29,1,36,1.13,0.0,1.19,8,0,10,0.45,0.0,0.47,1324,25,1698,45.66,25.0,47.17,166.0,170.0,6.0,2.38,5.0,2.0,0.0,0.0,0.0,1.0,11.0,0.7277,448.0,4.0,8.0,41.45,14.0,0.0,0.0,0.0,4.666666666666667,4.6875,4.5,0.0,5.0,4.5,0.0,4.5,3.0,7.0,4.5,4.5,4.5,5.0,4.0,7.0,4.5,4.5,7.5,4.5,3.0,7.5,5.0,5.0,4.5,4.5,4.0,4.5,0.0,4.5,4.0,4.5,6.0,4.5,4.5,4.0,7.0,7.0,0.0,3.5,3,8,20.55949187377569,1.5594918737756913
24,24,Johnson Brennan,A,16.0,21.0,4.84,4.84,4.84,32,32,32,1.29,1.29,1.29,8,8,8,0.91,0.91,0.91,2597,2597,2597,81.16,81.16,81.16,325.0,325.0,5.0,2.0,6.5,1.0,0.0,0.0,2.0,3.0,22.0,0.613,768.0,3.0,16.0,36.36,34.0,0.0,0.0,4.5,4.625,4.75,4.5,3.5,3.5,7.0,4.5,4.5,7.5,3.5,5.0,4.0,7.0,6.0,8.0,6.0,5.0,3.5,6.0,5.0,4.0,4.0,4.5,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.5,6.5,5.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,4,10,18.057164422541792,2.057164422541792
25,25,Mitoma Kaoru,MO,20.0,28.0,6.04,6.15,6.04,24,13,24,1.11,1.2,1.11,7,6,7,0.71,1.0,0.71,1627,1150,1627,67.79,88.46,67.79,232.0,232.0,6.0,2.86,7.0,0.0,0.0,2.0,4.0,7.0,23.0,0.7938,1025.0,9.0,19.0,50.25,18.0,0.0,0.0,5.5,5.333333333333333,5.857142857142857,0.0,6.0,4.0,6.0,0.0,7.0,8.0,0.0,4.0,6.0,7.0,7.5,6.0,7.0,6.0,5.5,0.0,8.0,7.0,0.0,0.0,5.5,5.0,5.5,6.5,7.0,0.0,5.0,5.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,21.840589245237325,1.8405892452373251
26,26,March Solly,MO,22.0,27.0,5.93,5.93,5.74,29,29,37,1.25,1.25,1.21,7,7,7,1.0,1.0,0.95,2519,2519,3029,86.86,86.86,81.86,360.0,433.0,7.0,3.14,10.0,0.0,0.0,1.0,7.0,16.0,34.0,0.7768,1644.0,22.0,28.0,50.65,41.0,0.0,0.0,5.5,6.666666666666667,6.785714285714286,0.0,6.5,6.5,7.0,0.0,7.0,6.5,0.0,6.0,8.0,5.5,5.0,8.0,8.0,3.5,8.0,4.5,6.0,6.0,4.5,5.0,5.0,5.0,5.0,7.0,7.0,5.5,3.5,5.5,6.0,5.5,5.5,6.0,5.0,6.0,5.0,5.0,5.0,3,7,25.461188600885112,3.4611886008851123
27,27,Eze Eberechi,MO,17.0,21.0,5.66,5.66,5.67,32,32,39,1.3,1.3,1.19,7,7,8,0.75,0.75,0.74,2102,2102,2566,65.69,65.69,65.79,300.0,321.0,6.5,2.43,6.0,0.0,0.0,2.0,3.0,5.0,18.0,0.7893,1325.0,9.0,24.0,52.43,22.0,0.0,0.0,7.0,7.125,5.9,5.5,8.0,8.0,7.0,5.0,5.0,4.0,5.0,6.5,5.0,5.0,6.0,5.0,3.5,7.0,5.5,4.0,7.0,5.5,3.0,7.0,6.0,8.0,5.5,4.5,5.5,5.0,5.5,5.5,7.0,7.0,4.0,5.0,5.5,5.5,6.5,5.5,6.0,4,10,21.06032292358137,4.060322923581371
28,29,Ward-Prowse James,MO,29.0,34.0,5.42,5.42,5.41,32,32,41,1.14,1.14,1.27,7,7,11,1.0,1.0,1.0,2880,2880,3690,90.0,90.0,90.0,411.0,335.0,5.5,4.14,3.5,1.0,3.0,3.0,2.0,7.0,22.0,0.8397,2209.0,42.0,31.0,47.27,30.0,0.0,0.0,5.5,5.25,5.8,6.0,4.5,5.0,5.5,6.5,7.0,5.0,5.5,8.0,5.0,4.0,5.5,8.0,5.5,5.5,5.5,6.5,3.5,4.0,4.5,5.5,5.5,3.5,5.5,4.5,3.5,6.0,5.0,5.5,7.0,5.5,6.0,5.5,4.5,4.5,6.0,8.0,5.5,4,10,28.099473881022277,-0.900526118977723
29,30,Álvarez Julián,A,13.0,17.0,5.22,5.38,5.22,23,4,23,1.26,1.25,1.26,7,2,7,0.3,0.25,0.3,892,188,892,38.78,47.0,38.78,127.0,127.0,5.5,1.86,3.0,1.0,0.0,0.0,0.0,2.0,17.0,0.7224,418.0,1.0,9.0,37.5,16.0,0.0,0.0,4.5,5.5,5.5,0.0,4.0,5.5,7.0,0.0,5.0,0.0,7.5,4.5,5.0,4.0,4.5,0.0,0.0,4.5,0.0,5.0,7.0,4.5,4.5,0.0,4.5,4.5,4.5,5.0,7.0,0.0,8.5,5.0,0.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,3,7,18.29310679172154,5.2931067917215415
30,31,Havertz Kai,MO,17.0,23.0,5.02,0.0,4.96,29,0,38,0.97,0.0,1.0,7,0,9,0.9,0.0,0.84,2224,0,2728,76.69,0.0,71.79,318.0,303.0,5.0,2.43,7.0,1.0,0.0,0.0,1.0,4.0,19.0,0.8048,1163.0,7.0,15.0,42.2,53.0,0.0,0.0,5.0,4.75,5.25,0.0,0.0,4.5,5.0,6.0,7.0,5.5,4.5,5.5,4.0,3.0,5.0,5.0,5.0,4.0,7.0,5.0,5.0,6.0,0.0,4.5,5.5,6.0,5.0,4.5,5.5,6.0,4.0,4.0,3.0,5.5,5.0,6.5,5.0,4.5,4.0,4.0,0.0,2,8,17.452242255748278,0.4522422557482777
31,32,Groß Pascal,MO,18.0,24.0,5.66,5.66,5.63,29,29,38,1.06,1.06,1.13,6,6,8,1.0,1.0,0.95,2546,2546,3205,87.79,87.79,84.34,424.0,401.0,6.5,3.0,10.0,0.0,0.0,0.0,6.0,13.0,34.0,0.8268,2080.0,12.0,25.0,41.57,25.0,0.0,0.0,5.0,5.0,5.571428571428571,0.0,6.0,5.0,4.0,0.0,5.5,7.0,0.0,5.5,6.0,5.5,4.0,5.5,7.5,6.0,5.5,4.0,6.5,6.5,5.0,5.0,4.5,5.5,4.5,5.5,7.0,7.0,4.0,7.0,7.0,5.0,7.0,7.5,5.0,8.0,5.0,5.0,6.0,3,7,23.126109014253245,5.126109014253245
32,33,Daniel Podence,MO,16.0,17.0,5.19,5.0,5.19,29,1,31,0.92,0.0,0.89,6,0,6,0.66,0.0,0.65,1626,9,1709,56.07,9.0,55.13,271.0,285.0,6.0,2.67,4.5,0.0,0.0,0.0,0.0,2.0,17.0,0.6949,911.0,7.0,17.0,38.22,26.0,0.0,0.0,5.5,5.666666666666667,5.142857142857143,5.0,0.0,5.5,6.5,4.5,5.0,0.0,4.5,5.0,0.0,4.5,5.0,6.5,7.0,5.0,6.0,5.5,4.5,6.5,3.5,5.5,5.0,3.5,5.0,4.0,5.0,6.5,5.5,5.0,5.0,4.0,6.5,0.0,5.0,0.0,0.0,0.0,0.0,3,7,15.10900510890003,-0.8909948910999699
33,34,Zaha Wilfried,A,17.0,25.0,5.15,0.0,5.38,24,0,33,1.22,0.0,1.25,6,0,11,1.0,0.0,0.97,2069,0,2808,86.21,0.0,85.09,345.0,255.0,6.0,2.83,4.5,0.0,0.0,1.0,2.0,3.0,21.0,0.8134,1078.0,15.0,18.0,43.11,30.0,0.0,0.0,7.0,5.5,4.625,0.0,0.0,0.0,5.5,4.5,4.5,4.0,0.0,0.0,0.0,0.0,5.0,4.0,3.5,6.0,3.5,3.0,7.0,6.0,3.5,7.0,4.5,5.5,5.0,5.0,5.5,5.0,6.5,0.0,7.5,6.0,6.0,7.0,4.0,6.0,6.5,7.0,5.5,1,4,20.63699244669219,3.63699244669219
34,35,De Bruyne Kevin,MO,42.0,54.0,6.48,6.6,6.61,28,5,36,1.0,1.39,1.04,5,1,11,0.89,0.8,0.92,2186,318,2854,78.07,63.6,79.28,437.0,259.0,7.0,8.4,11.0,0.0,1.0,3.0,15.0,28.0,33.0,0.8025,1740.0,7.0,10.0,46.33,19.0,0.0,0.0,6.25,7.5,6.357142857142857,0.0,6.5,8.0,8.0,0.0,5.0,5.5,0.0,6.0,5.5,5.5,7.0,5.5,6.0,5.5,6.0,5.0,7.5,7.0,7.0,8.0,5.5,7.0,7.0,7.0,0.0,7.0,5.5,5.5,7.0,8.5,7.0,7.0,5.5,8.0,0.0,7.0,9.0,3,7,32.935287062788206,-9.064712937211794
35,36,Grealish Jack,MO,23.0,30.0,6.29,6.57,6.23,24,14,31,0.85,0.78,0.87,5,3,6,0.83,0.86,0.81,1783,1067,2249,74.29,76.21,72.55,357.0,375.0,6.0,4.6,11.0,0.0,0.0,0.0,6.0,10.0,21.0,0.8813,1248.0,6.0,14.0,60.85,25.0,0.0,0.0,6.5,7.333333333333333,6.875,0.0,6.5,7.5,8.0,0.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,0.0,5.0,6.0,5.0,7.5,0.0,5.5,6.0,7.0,5.5,0.0,0.0,0.0,0.0,5.5,6.0,0.0,7.0,7.0,7.0,6.0,5.0,3,8,25.348523149898313,2.3485231498983126
36,37,Bruno Fernandes,MO,39.0,51.0,6.21,6.4,5.97,29,15,38,1.31,1.33,1.38,5,2,6,1.0,1.0,1.0,2608,1349,3412,89.93,89.93,89.79,522.0,569.0,7.0,7.8,14.0,1.0,0.0,1.0,6.0,24.0,29.0,0.7661,1999.0,18.0,35.0,45.62,34.0,0.0,0.0,4.75,6.333333333333333,6.25,0.0,8.0,7.0,4.0,0.0,5.5,3.5,6.5,8.5,7.0,7.0,5.5,7.0,7.0,6.5,6.5,6.5,0.0,6.0,5.5,8.0,6.5,5.5,3.5,5.5,8.0,7.0,6.0,7.0,6.5,4.0,5.0,3.5,5.0,4.5,8.0,4.0,6.0,3,8,28.8272464370804,-10.172753562919599
37,40,Joelinton,MO,14.0,18.0,5.78,5.75,5.67,27,4,36,1.02,1.71,1.1,5,1,7,0.93,0.75,0.94,2222,282,2899,82.3,70.5,80.53,444.0,414.0,7.0,2.8,10.0,0.0,0.0,0.0,1.0,4.0,8.0,0.8337,1552.0,37.0,42.0,47.4,48.0,0.0,0.0,5.5,5.75,5.571428571428571,8.0,4.0,6.0,5.0,0.0,0.0,5.0,0.0,5.5,5.5,5.5,5.0,5.5,5.0,5.0,8.0,5.0,0.0,7.0,5.0,5.5,5.5,5.0,0.0,5.5,8.0,5.5,6.0,6.5,6.0,5.5,7.0,5.0,6.0,4.0,4.5,8.0,6.0,4,7,23.026962343574667,9.026962343574667
